date, aqi
2016/7/8, 33
2016/7/9, 37
2016/7/10, 47
2016/7/11, 50
2016/7/12, 48
2016/7/13, 54
2016/7/14, 58
2016/7/15, 57
2016/7/16, 60
2016/7/17, 52
2016/7/18, 32
2016/7/19, 38
2016/7/20, 40
2016/7/21, 49
2016/7/22, 39
2016/7/23, 41
2016/7/24, 35
2016/7/25, 28
2016/7/26, 47
2016/7/27, 55
2016/7/28, 59
2016/7/29, 53
2016/7/30, 54
2016/7/31, 57
2016/8/1, 59
2016/8/2, 55
2016/8/3, 53
2016/8/4, 51
2016/8/5, 54
2016/8/6, 54
2016/8/7, 53
2016/8/8, 54
2016/8/9, 58
2016/8/10, 64
2016/8/11, 68
2016/8/12, 54
2016/8/13, 53
2016/8/14, 48
2016/8/15, 54
2016/8/16, 64
2016/8/17, 66
2016/8/18, 55
2016/8/19, 60
2016/8/20, 64
2016/8/21, 58
2016/8/22, 62
2016/8/23, 61
2016/8/24, 49
2016/8/25, 56
2016/8/26, 64
2016/8/27, 62
2016/8/28, 77
2016/8/29, 82
2016/8/30, 104
2016/8/31, 57
2016/9/1, 61
2016/9/2, 60
2016/9/3, 63
2016/9/4, 60
2016/9/5, 58
2016/9/6, 52
2016/9/7, 42
2016/9/8, 50
2016/9/9, 54
2016/9/10, 53
2016/9/11, 57
2016/9/12, 56
2016/9/13, 46
2016/9/14, 54
2016/9/15, 54
2016/9/16, 57
2016/9/17, 61
2016/9/18, 48
2016/9/19, 32
2016/9/20, 44
2016/9/21, 41
2016/9/22, 53
2016/9/23, 51
2016/9/24, 62
2016/9/25, 70
2016/9/26, 81
2016/9/27, 72
2016/9/28, 56
2016/9/29, 51
2016/9/30, 55
2016/4/1, 63
2016/4/2, 57
2016/4/3, 52
2016/4/4, 43
2016/4/5, 49
2016/4/6, 51
2016/4/7, 53
2016/4/8, 66
2016/4/9, 68
2016/4/10, 77
2016/4/11, 69
2016/4/12, 44
2016/4/13, 50
2016/4/14, 59
2016/4/15, 53
2016/4/16, 52
2016/4/17, 52
2016/4/18, 55
2016/4/19, 57
2016/4/20, 74
2016/4/21, 80
2016/4/22, 81
2016/4/23, 90
2016/4/24, 73
2016/4/25, 56
2016/4/26, 57
2016/4/27, 67
2016/4/28, 71
2016/4/29, 75
2016/4/30, 61
2016/5/1, 65
2016/5/2, 66
2016/5/3, 54
2016/5/4, 53
2016/5/5, 54
2016/5/6, 48
2016/5/7, 51
2016/5/8, 40
2016/5/9, 58
2016/5/10, 57
2016/5/11, 43
2016/5/12, 60
2016/5/13, 56
2016/5/14, 55
2016/5/15, 51
2016/5/16, 46
2016/5/17, 51
2016/5/18, 55
2016/5/19, 41
2016/5/20, 55
2016/5/21, 48
2016/5/22, 37
2016/5/23, 46
2016/5/24, 49
2016/5/25, 51
2016/5/26, 54
2016/5/27, 51
2016/5/28, 49
2016/5/29, 43
2016/5/30, 49
2016/5/31, 37
2016/6/1, 47
2016/6/2, 58
2016/6/3, 68
2016/6/4, 52
2016/6/5, 42
2016/6/6, 53
2016/6/7, 55
2016/6/8, 49
2016/6/9, 54
2016/6/10, 69
2016/6/11, 53
2016/6/12, 44
2016/6/13, 37
2016/6/14, 52
2016/6/15, 50
2016/6/16, 50
2016/6/17, 40
2016/6/18, 47
2016/6/19, 64
2016/6/20, 55
2016/6/21, 64
2016/6/22, 64
2016/6/23, 69
2016/6/24, 63
2016/6/25, 50
2016/6/26, 45
2016/6/27, 50
2016/6/28, 59
2016/6/29, 63
2016/6/30, 67
2016/1/4, 48
2016/1/5, 35
2016/1/6, 35
2016/1/7, 31
2016/1/8, 37
2016/1/9, 31
2016/1/10, 29
2016/1/11, 33
2016/1/12, 50
2016/1/13, 44
2016/1/14, 33
2016/1/15, 26
2016/1/16, 29
2016/1/17, 35
2016/1/18, 40
2016/1/19, 40
2016/1/20, 36
2016/1/21, 34
2016/1/22, 47
2016/1/23, 42
2016/1/24, 27
2016/1/25, 30
2016/1/26, 34
2016/1/27, 32
2016/1/28, 37
2016/1/29, 37
2016/1/30, 32
2016/1/31, 36
2016/2/1, 29
2016/2/2, 43
2016/2/3, 36
2016/2/4, 31
2016/2/5, 32
2016/2/6, 28
2016/2/7, 25
2016/2/8, 34
2016/2/9, 39
2016/2/10, 40
2016/2/11, 32
2016/2/12, 33
2016/2/13, 31
2016/2/14, 26
2016/2/15, 26
2016/2/16, 29
2016/2/17, 35
2016/2/18, 40
2016/2/19, 31
2016/2/20, 30
2016/2/21, 37
2016/2/22, 40
2016/2/23, 51
2016/2/24, 55
2016/2/25, 39
2016/2/26, 43
2016/2/27, 38
2016/2/28, 38
2016/2/29, 30
2016/3/1, 39
2016/3/2, 41
2016/3/3, 40
2016/3/4, 43
2016/3/5, 54
2016/3/6, 36
2016/3/7, 32
2016/3/8, 33
2016/3/9, 47
2016/3/10, 59
2016/3/11, 59
2016/3/12, 45
2016/3/13, 45
2016/3/14, 51
2016/3/15, 55
2016/3/16, 59
2016/3/17, 67
2016/3/18, 63
2016/3/19, 62
2016/3/20, 58
2016/3/21, 67
2016/3/22, 57
2016/3/23, 54
2016/3/24, 60
2016/3/25, 61
2016/3/26, 48
2016/3/27, 40
2016/3/28, 41
2016/3/29, 44
2016/3/30, 51
2016/3/31, 65
2015/10/1, 118
2015/10/2, 101
2015/10/3, 140
2015/10/4, 178
2015/10/5, 94
2015/10/6, 92
2015/10/7, 81
2015/10/8, 82
2015/10/9, 63
2015/10/10, 75
2015/10/11, 78
2015/10/12, 89
2015/10/13, 83
2015/10/14, 88
2015/10/15, 74
2015/10/16, 72
2015/10/17, 80
2015/10/18, 104
2015/10/19, 146
2015/10/20, 116
2015/10/21, 139
2015/10/22, 100
2015/10/23, 90
2015/10/24, 114
2015/10/25, 92
2015/10/26, 64
2015/10/27, 70
2015/10/28, 61
2015/10/29, 41
2015/10/30, 43
2015/10/31, 32
2015/11/1, 33
2015/11/2, 39
2015/11/3, 44
2015/11/4, 45
2015/11/5, 54
2015/11/6, 55
2015/11/7, 42
2015/11/8, 42
2015/11/9, 57
2015/11/10, 68
2015/11/11, 64
2015/11/12, 49
2015/11/13, 40
2015/11/14, 48
2015/11/15, 37
2015/11/16, 30
2015/11/17, 31
2015/11/18, 37
2015/11/19, 37
2015/11/20, 37
2015/11/21, 35
2015/11/22, 36
2015/11/23, 40
2015/11/24, 58
2015/11/25, 52
2015/11/26, 47
2015/11/27, 42
2015/11/28, 39
2015/11/29, 26
2015/11/30, 35
2015/12/1, 50
2015/12/2, 56
2015/12/3, 35
2015/12/4, 36
2015/12/5, 29
2015/12/6, 28
2015/12/7, 22
2015/12/8, 41
2015/12/9, 60
2015/12/10, 52
2015/12/11, 26
2015/12/12, 32
2015/12/13, 28
2015/12/14, 36
2015/12/15, 24
2015/12/16, 52
2015/12/17, 50
2015/12/18, 37
2015/12/19, 47
2015/12/20, 42
2015/12/21, 50
2015/12/22, 71
2015/12/23, 65
2015/12/24, 48
2015/12/25, 32
2015/12/26, 22
2015/12/27, 27
2015/12/28, 15
2015/12/29, 19
2015/12/30, 26
2015/7/1, 87
2015/7/2, 81
2015/7/3, 80
2015/7/4, 76
2015/7/5, 49
2015/7/6, 59
2015/7/7, 72
2015/7/8, 70
2015/7/9, 56
2015/7/10, 55
2015/7/11, 58
2015/7/12, 64
2015/7/13, 57
2015/7/14, 56
2015/7/15, 51
2015/7/16, 51
